,name,stars_y,text
2889,Hash House A Go Go,4,"Omg so much food!  My husband and I should have shared one plate, but couldn't agree on what to order. We actually came back a couple more times on that trip, just so we could try more things. Best hangover food. Huge portions, but good quality too.  It's inside a dining and casino complex, and a little hard to find the first time. They are always packed, and though sometimes the wait for a table and for your food can be a bit long, it's worth it bc  you will be sitting and working on your food for a long time. The staff are friendly too. Try to share though. Otherwise, you will have leftovers for a homeless person, unless you have a microwave in your hotel room."
2890,Hash House A Go Go,3,"Yelp much like luck isn't a lady.  After hearing good reviews about HHAGG my wife and I took the cab ride to Linq.  After finding the restaurant we were taken back by amount of people in the waiting area versus the restaurant space.  They were about even in size.  We then where told it's a 45 minute wait. Which is fine for a good meal. 
No buzzer, nor text app, allowing you to go into the lounge and maybe gamble but what do I know. Just an invitation to straight up wait in the tight overcrowded lobby.  We went to the bar and got coffee.  

The bartenders/servers were busy but our time at the bar allowed us to see that several tables were empty or not bussed yet and so the wait was now understandable.  
After an hour and 15 minutes. 
We were finally called to our table.  
Waited 5 minutes for attention but after our very nice waiter (who was also the very busy bartender) came over.   Our lobby exile allowed us to be prepared to order. So we did. I the Roasted chicken... My wife salmon skillet... 35 minutes later after little attention(got coffee no cream) and surveying the slow turn around in restaurant our food finally arrived.  

Pretty; but the other side of luke warm. Like it was sitting under a food lamp for 18 minutes. 

Crispy potatoes stood out, but everything else was rather average at best. It was disappointing; I earned exceptional.  
By the way; everyone RAVED about their coffee, let me tell you good not great.  
Look it seemed that there wasn't much management in the place and the space/time wasn't maximized. My wife, who normally could care less, was looking for efficiency apps to share with the hostess. I say ""honey that all exists"". My wife hates clutter!  

Side note: After the meal, we had to walked the 2 flights of stairs because the escalator was out for over the now 2 1/2 hour breakfast experience.

Look from the plates of others the food is big, well plated and decently priced but someone expecting to start the day with a breakfast experience, that is sexy, fun & exceptional; this Hash House A Go Go was average at best!

It would have earned 2 1/2 stars for my 2 1/2 hours delay they ""blessed"" me with."
2891,Hash House A Go Go,3,"Was told that the M Hotel and casino had the best food so we went to the Buffet the night before and had a great meal , probably the best buffet in town.  Since the buffet was so great we decided to have breakfast at the Hash House A Go Gp at the same hotel, big mistake.  I had the fried chicken and waffles which wasn't bad and my wife and my wife had the basic breakfast which was scrambled eggs and biscuit .  The service was slow since they seem to be a little short on help, I guess I was just expecting more since the buffet the night before was so great.  My conclusion is to have the buffet but skip the breakfast there"
2892,Hash House A Go Go,2,"Overrated.

We had to wait a while to get seated. That's understandable, it's Vegas. However, service was not great. I ordered a drink, not saying that I wanted the souvenir cup, thinking that the waiter would know that I meant I did NOT want it. When he brought it out and I told him that I didn't want the souvenir cup (because it was a higher charge), he seemed frustrated with me.

I got the chicken and waffles thinking it was a specialty, but the chicken was not seasoned well and was rather dry. The waffles were mediocre as well. The portions are big. Unfortunately, a lot of a not great thing is...still not great. Overpriced for mediocre food."
2893,Hash House A Go Go,4,"Food was decent, but prices are ridiculously high. This dish is their highly sought Chicken and waffles. It was ok,but the taste of sage was overpowering."
2894,Hash House A Go Go,4,Great food! This place has some of the best tasting food I've ever eaten. The portions are very big so it actually comes out to be cheaper than you think. The only thing is that there is a long wait to get a seat so you might want to go to another location.
2895,Hash House A Go Go,4,"Wtf!  Eating here took 5 years off my life!  I had the eggs and corned beef hash, and the waitress shows up with an iron skillet with 5 lbs worth of food, including biscuit , fruit, etc.   Awesome breakfast, love the food and portion size.   Would get 5 stars, but minus 1 star for slow service and that long long line in front. Ouch."
2896,Hash House A Go Go,1,"Life's too short to eat bad food and this place wasted an hour of my life.  
I ordered the Chicken Pot Pie.  What was put before me was not a twist on a classic but a total insult to a classic.  A large portion of food was thrown on to a platter sized plate to make you say ""wow"" when you see it.  I did.  Partly because I thought I had received the wrong dish.  
Then I tried to eat it.  A dinner plate sized ""cracker crust"" that was about 90% inedible.  The crust had the texture of a medium/hard jerky.  I couldn't even cut it with a knife and fork.  Seriously.  ""Cracker Jerky Crust"" might be more accurate.  At the bottom of the pile there was some mash that was just mash.  Slopped on top of that was the ""filling"" that was OK.  Lots of chicken but there better be for the price they charge.
Evidently no one on the tv shows that I've seen ordered this dish.  I saw a picture of it in the photo section.
There are a lot of good meals to be had in Vegas.  Don't waste an hour of your life at this place."
2897,Hash House A Go Go,5,"The serving sizes are huge. Filled me up for two whole meals. I got the Andys Famous Sage Fried Chicken Breast w/maple reduction, two eggs your style, bacon mashed potatoes and biscuits. The crust on the chicken was super crispy. The mashed potatoes were nice and chunky and the biscuit came with strawberry jelly that was a good compliment to the savory chicken. Again, huge portions. Totally worth it."
2898,Hash House A Go Go,3,Bloody Mary was delicious. Portions are so huge that I felt bad ordering knowing I couldn't even finish half. Had the ranchero plate. It was ok. My bf ordered the grilled chicken sandwich but it came out pretty dry and over cooked. No beers on tap.
2899,Hash House A Go Go,2,"Great service, nice atmosphere, food is not at all my thing - big portions of mediocre carbs and grease. I feel like there are better ways to blow your diet and don't understand the appeal.

Ordered the Chicken and Waffles - a 12 inch tower of 4 waffles, 2 breaded chicken breasts, fried green onion stalks, a stalk of rosemary, and a tiny cup (2 tablespoons?) of syrup. After deconstructing the tower to try to actually eat it, I found the chicken tasted decent on it's own (however there was a hidden leg bone, maybe 3 inches long, sticking out of the gigantic breasts, which I have no idea why it was left there and surprised there have not been several choking accidents as it's hidden in the mound of food), the waffles (which had overcooked bacon strips underneath) were so dry because there was not enough syrup, and the fried green onion stalks were tough and inedible - did not at all make for wonderful culinary bites. BF ordered the BBBLT (a bacon bacon BLT) - super thick greasy texas toast, 10 pieces of burned bacon, a sliver of tomato and a leaf of lettuce - after a few bites he removed most of the bread and barely touched his fries. We both felt grose after eating 1/4 of our entrees. The highlight of the meal was the giant biscuit covered in butter and honey - should have eaten that and left as we would have been full."
2900,Hash House A Go Go,5,"When Yelp tells you the portion is big then listen to it!! One order was enough to feed 2-3 people. The hostess in the front were kind of rude, but if the food is good then whatever. They don't even matter! The servers were really quick and the restaurant seem a little dark. The price was really reasonable for the amount of food that you get. 

The Chicken and Waffle: there was four waffles and like 4 pieces of chicken in this. The waffle were crispy and thick. The chicken were fried to a crisp with juicy meat inside. Very good!

The Basic: this has two eggs, two sausage, a biscuit, potatoes and a slice of cantaloupe. This was just a basic breakfast. The sausage was not that good, very soft and mushy. The potatoes and biscuit was amazing and cooked to perfection. 

I would definitely come back here and get breakfast or brunch!"
2901,Hash House A Go Go,5,"Amazing.  You must go HUNGRY!  The Bacon, Bacon, Bacon was amazing.  Candied Bacon.  
The portions were unbelievable.  Shared a dish : chicken benedict.   Saw many other dishes come out, they were all huge portions.

Definitely would recommend and go again next time we are in Vegas."
2902,Hash House A Go Go,5,"Oh my goodness.... I have heard about this place from the show ""Man Vs. Food"" and it looked amazing so when we went to Vegas I had this place as a possible dinning experience. One night at about 4 in the morning we decided to go eat and chose here to try out and we were not disappointed in the least. The food was spectacular I ordered the biscuits and gravy while my fianc̩ got the hamburger bother we're extremely big meals. It tasted so great with the biscuits soaking up all that yummy gravy and my eggs were so nice and yellow. I really want to go back again just to get that food or try new ones but I do love my meal lol."
2903,Hash House A Go Go,4,"Great place! The food, OMG the food is really good and the amount is huge! If you eat all the food you get then you're a miracle worker haha The staff is friendly but there is no cell service in there for some reason. Oh well!"
2904,Hash House A Go Go,5,"This place is touristy but a must try. Great food & atmosphere. TVs, music & the food is magnificent. Take your time & eat slow."
2905,Hash House A Go Go,5,"So good!  Portions are HUGE. I would share a meal next time. It takes a long time for food to come out, but they warn you about that because everything is made so fresh."
2906,Hash House A Go Go,4,"You want a big-ass burger? Look no further.

Hash House A Go Go has one-pound burgers by default. Yes, you will literally weigh an extra pound after finishing a creation that takes up most of your plate.

Will you have a food coma afterwards? Youbetcha. Is it worth it? Absolutely."
2907,Hash House A Go Go,4,Sure so much in Vegas deserves all the stars but if not for the fact that you can get great food 24hours a day here at the very least come for the biscuits and Bloody Mary - they do not disappoint
2908,Hash House A Go Go,3,"I came here for one thing and one thing only, the Chickens and Waffles. I was sold after seeing the picture. It was the #1 thing I had to get when I was in Vegas. 

Little did I know that they did not serve it on their late menu. I got sooooooooooo fucking pissed that my gf knew I was being like a kid and throwing a tantrum. What a FAIL! 

I had to make the best out of it so I decided I ended up getting the Indianas Favorites which came with Andys Sage Fried Chicken, 2 eggs, bacon mashed potatos and a biscuit. 

The fried chicken was awesome. Perfectly made and so moist. It wasnt all greasy like the chicken you would get from KFC. If you like bacon, you will love the mashed potatoes.The gfs blueberry pecan flapjack was delicious and pretty humongous. 

Their 1 lb Angus burgers look mighty tempting also as I saw a few tables order them. 

One of my favorite beers is offered here, Arrogant Bastard in a 24 oz bottle. Gotta love that. 

Lastly I hated how this Hash House location is at Imperial Palace. This casino is just a complete fail. Ghetto as hell. Seriously do I have to take 2-3 different elevators just to get to the casino? Next time Im headed to 2nd Hash House location for my chicken and waffles. 

There you have it, 2 reviews in one."
2909,Hash House A Go Go,5,"The hype is well deserved- huge portions and reasonable prices. My wife and I split the chicken and waffles, which featured 2 pieces of fried chicken and 4 Belgian waffles- very filling and delicious. Will be back for brunch next time we're in Vegas for sure!"
2910,Hash House A Go Go,5,"Out of the three breakfast places we at at while in Vegas, Hash House was my favorite. 

Be warned, though: This is a very popular place. We went there on a Friday morning with a group of about 10 people, and we had to wait a good 30 minutes to get a table. Understandable since we did have a big group and the food here is so good.

I ordered a Scrambler with smoked salmon, basil pesto, tomato and melted brie cheese, and it was amazing! Loved it! It's not something I would have ordered normally, but for whatever reason I'd been on this salmon kick. Besides, I was on vacation, and I wanted to try something new. The risk totally paid off! It was delicious!

Since we were with such a big group, the service was a little slow and it took a while for our food to come out, but it was well worth the wait. 

Definitely check it out if you're staying near the Imperial Palace."
2911,Hash House A Go Go,3,"It was a ok.. Big portion cuz your dish is filled with potatoes!!!
We ordered in advance and went to pick it up. It was a very smart idea.. because there were long long waits. So instead of waiting there, we called, ordered and when we got there, we're ready to go. However, on the other hand, the waitress was not very helpful, and we had to stand and wait to pick up our order... so minus 1 star"
2912,Hash House A Go Go,1,Where to begin. We had a large party (8) so we figured we would have to wait. They told us 45 minutes...that's fine. An hour and a half later they seat us. Service was so. Freaking. SLOW!!!! The dining room was empty compared to the crowd outside waiting to be seated. Did I mention the service was so slow??? Our food came over an hour after we ordered it. I ordered biscuits and gravy. It came out cold. I sent it back and got another one. It came out luke warm at best...couldn't eat it. The burger my husband ordered was very good and so was the banana pancake. But the service. 3 hours to it. It was ridiculous. Will never go back.
2913,Hash House A Go Go,5,"Stumbled in to Hash House after a heavy day of partying like a rock star in Vegas. I ordered the sage benedict and was immediately transported in to an episode of man vs. food and I was up for the challenge. I took that benny down! 

Ok really my boyfriend and I split it and we could barely finish it but that carb overload did the job we were hoping it would. We zombied back to our hotel in a food coma and slept for a few hours. Was it healthy? No! but it was worth every delicious bite."
2914,Hash House A Go Go,4,"Great deal on food for the price. At first I thought it was super expensive, but wait until you see how big the portions are. Like really... I'm not exaggerating. 

I ordered a brown sugar banana flapjack, which was delicious. But I was expecting something the size of my hand. Instead, this one flapjack is bigger than my torso. I also made the mistake of making it a combo and getting eggs and potatoes on the side.

I only finished 70% of my meal. But for $14, it basically served as breakfast AND lunch for me.

Definitely come and check it out, but come early so you aren't stuck waiting."
2915,Hash House A Go Go,4,"If you've eaten here and can't get full off the portions of the food they serve here, you are clearly lying! the portion sizes at HH are ginormous! i have a huuuggge appetite, and i need to share with someone else to keep my tummy from exploding. i consider the prices a bargain for how much food we got and the quality of it. it's also nice that it's centrally located on the strip in imperial palace.

My first visit here, i ordered the corned beef hash loaded with baked potato chunks and topped with 2 eggs. i almost died trying to finish my half of the dish, but it did wonders to my massive hangover. 

i came here again this last weekend, and decided to try the popular sage fried chicken and waffles. the order came with two large breaded chicken breasts and 4 waffles. the breading was derish! but the chicken was really dry, and difficult to finish by the end of the meal. the waffles were amazing! i took my first bite of the waffle and realized that there were bacon strips grilled into the waffles. my friend, who is a loose vegetarian, looovvveeed the waffles.

we also ordered the fries. i don't know what was in the seasoning, but it was bomb! :) 

i tried a bunch of different dishes as well (to help my friends out... obvi!). the quesadilla, which was probably the size of 4 normal ones, was stuffed with potatoes, jalapenos, eggs and tomato. super flavorful and spicy. the sausage gravy pot pie looked nothing like a pot pie and overly rich with taste. the dish came with a ginormous piece of fried tortilla chip that looked like an upside down sombrero. i think that was the ""crust"" of the pot pie. the sausage gravy stuff was on top, and we realized later on that the huge mound of mashed potatoes was hiding under the sombrero chip. O_O

after we were done eating, even though the table still had a good portion of food on it, our waitress entertained us with the thought of dessert... maybe next time."
2916,Hash House A Go Go,5,The ambience is relaxing and I had a good time. If you're looking for American breakfast foods this is a good place.
2917,Hash House A Go Go,5,"Our first stop in Vegas! This was recommended by a friend, so after checking into the Linq, we headed upstairs. We came around lunch time so it was super busy, the hostess quoted us a 30 minute wait, but we waited maybe 10 minutes tops. 

We were quickly seated and our waiter greeted us. I ordered their popular watermelon kiwi lemonade which is amazingg! Normal 5.99, but if you want the souvenir glass, it'll be 11.99. The husband ordered a lime margarita and later a strawberry lemonade margarita, both equally delicious. 

On to the food, so just sitting and looking around, the portions are ungodly. Pancakes the size of the serving plates, and chicken stacked on top of waffles. The husband ordered the mushroom Swiss burger, which comes with a double patty and fries. I ordered the Andy's sage fried chicken. 

I can't even begin to describe how amazing the food was. We devoured everything! The chicken was super crispy and the mashed potatoes was bacon and garlicky - my favorite flavors! 

This place is a must when you come to Vegas. Service was lacking but I don't blame them, they are crazy busy!"
2918,Hash House A Go Go,4,"If you're hungry, make your way to Hash Hash A Go Go. We got here on Saturday at noon and the wait was for 1 hour. We walked around the area and came back at 12:45 and our number was already called. So I guess the wait was much shorter than they told us which is great. We were ready to eat after reading all the reviews. 

Service: the service was great. Staff was nice.
Food: Food was overwhelming. So much food. I shouldn't be complaining about that. I ordered the famous chicken and waffle dish and my husband ordered the crab cake dish. Food presentation was great. Chicken was moist. Waffle was soggy. I prefer my waffle with a little crispness when it's just freshly made.  Crabcake was really good with the chipotle sauce. Biscuit and mashed potatoes are both okay. You won't leave hungry."
2919,Hash House A Go Go,5,"The food might look scary! There is so much going on your plate (Chicken Benedict Breakfast) but it was so delicious.  You get a huge piece of fried breast, home made biscuit, fresh tomatoes and spinach, their unique potatoes, eggs, cheese and their special Chipotle sauce. It was such a great tasting experience with every bite. The servings are humongous so one plate can serve two. We still had left overs. The service was unbelievable, great wait staff (Happy workers). Man vs Food did not go wrong."
2920,Hash House A Go Go,5,"Omg!! My friend recommended this place and it didn't disappoint. Well worth the 30 minute wait. Huge portions and fresh!

My 14 year old son is a big eater so he ordered the sage chicken over bacon mashed with eggs and a biscuit. Sent a photo to his dad who commented ""not cool"" since he couldn't join. He did a good job TRYING to finish.

I went with the hash with chorizo, fresh jalape̱os, tomatoes and cheese with eggs. Made a good dent but couldn't finish it either 

Definitely coming back here and bringing the hubby!!"
2921,Hash House A Go Go,1,"Had dinner here on Sunday night and it is so not worth the money. The food was cold and dried out, The cheeseburgr had no cheese and when I asked the waiter his reply was he would get me some for an extra 95 cents. Service was horrible and the hostesses were so dis functional  the table they sat us at was in the middle of the door way, It felt  like we were on parade!!!! It was a total night mare and I will never go back. So please don't waste your money !!!! I will be sure to tell all my clients and there friends ..."
2922,Hash House A Go Go,5,"Sage fried chicken Benedict and waffles were AMAZING! Great customer service, quick turn out of food after ordering, a must come to! 
And 24 hours!"
2923,Hash House A Go Go,4,"Wow, this place is pretty busy so expect a wait Saturday morning. They told us it would be about 45 minutes so our party of 4 scattered to check out the new LINQ. 25 minutes later I came back up while my wife went to the restroom. I asked how much longer the wait would be and the hostess told us they had called us and jumped our spot but if we waited, we could be seated within 10 minutes. My son and his friend walked up just behind me and it was still going to be less than the 45 minutes that we were told or expected. Just as we sat down [3 of us], they called us back. NO 10 MINUTE WAIT! HUH! That was still OK but seemed a little unorganized. 

When the 3 us walked up, the hostess asked us if our entire party was here and I explained that my wife was in the restroom but on her way. She starts to tell me that we all have to be there to be seated.. as she is telling me this the cashier tells her to go ahead and seat us. THAT'S WHEN IT HAPPENED! The hostess rolled her eyes. 

NOW, normally my kids, family and close friends know I don't tolerate that kind of response. I quickly quipped something back that was not nice not vulgar either. I did mention that she should refrain from rolling her eyes at clients and maybe something about her being cross-eyed [she was]. BUT, I did make it quietly and short since my son had a friend from college with him and I did not want to embarrass him. I also don't know if she rolled her eyes at me or at the cashier.

Anyways they took us to a booth and I explained that i had asked for a table. I hate booths, what is your choice: table or booth? As we are traveling back through the main door my wife met up with us and we were taken to a table. A few minutes later, as we were looking through the menu, there was an incident where a table next us that could have 6 persons had about 9. They were arguing with the waitress, hostess and some manager that was just king of hovering. We didn't pay much attention, we were amazed by the plates that were moving across the floor. We all decided quickly to SHARE the chicken and waffles [1 plate per couple] and we still both took some home.

THE FOOD. Regardless of the initial problems, the food is good enough to give the House 4 stars. The restaurant is creative and the quality of food is good enough to justify waiting and even having to deal with a few minor problems. Our service was good and we all agreed that we would love to come back and try some of the delicious looking dishes that were being delivered around us.!

The place is kind of loud. It is big and your hearing plates being delivered, busboys throwing plates into a bin and a lot of laughter but it fits the ambiance. Next time I want to try the.... well the...Yeah, I need to come here a few times."
2924,Hash House A Go Go,5,"We were greeted promptly and seated after
a very brief wait.  Elena the hostess is one
of the best we have seen.  She was friendly,
efficient, competent, always knew what was
happening, and never stopped moving.  They
should give her a raise.

Hash House puts their own twist on restaurant
fare and their food is always tasty.
The entrees are slightly larger than average,
but the portion size for the side vegetables
is modest.

This particular location is open 24 hours,
so there is always an alternative to fast food
for late night diners."
2925,Hash House A Go Go,5,"Amazing food and service! 
Huge portions of very tasty food that is perfect for a hangover cure or surprising friends. 
Prices are a little higher but the amount and quality of the food is well worth it. 
Try the snickers pancake (share with the entire table, it's huge!)"
2926,Hash House A Go Go,3,"Oh l really wanted to like this place and give it a higher rating but unfortunately I can not. The service was sub par, our waiter did not come check on us not once after we got our food and normally when my husband and l go to a restaurant and we order water the waiter will usually ask if we would like to order something else to drink. He did not offer us a box for our food, even though we clearly had more than enough to save, didn't ask us if we needed anything else after we got our order. Also, it took him quite a while to bring us our receipt to sign for after he ran the debit card. I ordered a vanilla waffle and it was really tasty and big. My husband order hash that came with chicken and asparagus, it was definitely missing something, the flavor was not all the way there. His meal came with warm fruit :/ . I will not be returning"
2927,Hash House A Go Go,2,"I have to say that the Hash House in San Diego was a lot better. The only reason i gave this place two stars is because i had a lot of fun due to the environment of the restaurant. 

First off... its in one of the cheapest hotels on the strip. I was surprised that they actually chose the imperial palace as their location. I think it would fit better in the planet hollywood or hard rock hotel but thats just my opinion. 

This place was very crowded but that does not excuse the poor service. Other locations are equally as busy but still manage to provide decent food drinks and service. 

The drinks here were so so and the food was alright. The service was piss poor. Half our food barely made it out and when it did it was incomplete. 

To speak on behalf of the Hash House brand... Hash House has a crazy odd menu with large pizza pan size pancakes, bag of bud light and bacon, giant biscuits with gravy, and excellent bloody marys. Its definitely worth a try.

All in all, If you want interesting food and in large portions this is the place for you."
2928,Hash House A Go Go,2,"Overrated for average food. Definitely quantity over quality. Long wait to be seated and a long wait for your food to arrive. Be prepared to spend a couple of hours here. The restaurant was really loud making it hard to have any kind of conversation. I can't complain about the service because our server was very attentive. I ordered the smoked salmon scramble thinking it would be like the lox smoked salmon, instead I got chunks of weird tasting salmon. The pesto, melted Brie, and other ingredients were really nice together. I just had to pick out the main ingredient which was the salmon. Pretty disappointing. If you are not a big eater I recommend ordering from the kids menu. I saw so much food being wasted here it was troubling to me. Very unnecessary."
2929,Hash House A Go Go,3,The restaurant is located inside the Linq hotel. The restaurant gives massive portion sizes. The food is okay but I would recommend getting the chicken and waffles. That was pretty good.
2930,Hash House A Go Go,3,This place really lives up to its reputation.  The food was amazing and so was the service.  My concerns are to the location of this eatery.  Honestly I really can't believe the old Imperial Palace wasn't condemned and blown up.  Don't let the new name (The Quad Resort &Casino) fool you....its still the nasty Imperial palace...but hey!  Its Vegas and you probably wont notice because you are either drunk or hungover.
2931,Hash House A Go Go,5,"Great service, great menu and awesome food! Everyone at my table (eight of us) ordered something different (I had the meatloaf) and everyone loved their meals. Great timing between the appetizers and the meal and all of our food came out at the same time. The staff was on point, had quick answers to all of our questions, took great care of us while not hovering or interrupting us every few minutes like some places. The prices were great too for the HUGE portions that they serve. Will definitely go back next time I'm in Vegas!"
2932,Hash House A Go Go,4,"Hash House puts good food in front of you in portions that would feed you for a week. Take a good Sunday breakfast - say bacon and eggs - and inflate it to triple its normal size and add a pancake larger than most pizzas. 
Simply put, it's really tasty, good ol' home-style comfort food. I've always gotten a combo with a premium pancake for a dollar more which comes with some scrambled eggs and sausage. 

If you like breakfast or diner food, this is the place to go. you'll love it. And you won't leave hungry, that's for sure."
2933,Hash House A Go Go,1,Victor was our waiter and he was horribly rude. The food was a pile of different things smashed together with zero flavor. I won't be back.
2934,Hash House A Go Go,4,"I've been a huge fan of HHAGG since love at first bite. Friends and I would make the trek to the stand alone location on Sahara blvd after a drunken night of debauchery. It was rated G....swear.

Very hearty portions....I use the term hearty lightly here. Ginormous portions! 

I do however fancy the stand alone location. For one reason, SOFT scrambled eggs. It is so rare to find scrambled eggs that are creamy rather than incredibly firm. The location on Sahara always did a good job at that...and I believe their signature way of doing them. All the locations should stay consistent with that even of they are on the strip."
2935,Hash House A Go Go,4,"Took the escalator upstairs and saw quite a bit of people waiting. We figured it would take almost an hour, but only took about 20 minutes. This place has tons of seating. I got the sage fried chicken Benedict which I thought was pretty tasty. Did feel that the biscuit was a little dry. My wife got some eggs potatoes which were delicious and French toast. She couldn't finish it because the portions are huge! Would go back! Our waiter with the tall Mohawk was on it. Great waiter!"
2936,Hash House A Go Go,3,"Tried the Corn Beef Hash during breakfast morning hour.  Was good...but even though the plate looks big...a little deceiving since most of it was the potatoes.  Overall, a very different Pig/Cow themed restaurant upstairs from the lobby of the The Quad hotel.  A bit pricey maybe for some folks.  With tip and coffee, price comes out to be about $20.  But you're on the strip so that price is probably normal.  I don't know why the wait time was so long since there were many empty tables on the back.  But once at the table, the service was pretty quick."
2937,Hash House A Go Go,4,"Ever since I saw the episode of Man vs Food I have wanted to try the sage fried chicken benedict and when I went to Imperial Palace was delighted to see a Hash House a go go, so as soon as I unpacked we headed there and I must say this was a real man v food challenge the meal was huge I got the sage fried chicken benedict and my friend got a stuffed 1 pound burger we both enjoyed the meal but neither of us finished it, it was just too big."
2938,Hash House A Go Go,3,"The Hash House is nice, unique. The atmosphere was cool. It's at the LINQ hotel. My people enjoyed some pancakes with bacon. I tried the BLT. Theres only one thing wrong with the place,  besides the bacon and potatoes being too salty.... the portions were too big for a big guy like me! I suggest you should GET SOME if you like salty potatoes and salty meats and large portions of things to eat."
2939,Hash House A Go Go,2,"I went one late morning for brunch extremely excited because of all the reviews on yelp and the menu does just look mouth watering. However, the portions are HUGE but the food is just not that great. Prices are a little high but you need to think about the amount of food you are getting. I tried the chicken and waffles which was a let down. The spinach and cheddar eggs were good, but again, nothing out of this world."
2940,Hash House A Go Go,3,"Portions are HUGE HUGE HUGE.  Seriously, they get 5-star for portion size and presentation.  Everything they brought out looked amazing.  Chicken & waffles seemed to be a big draw for people around the restaurant, as the servers were bringing it out to everyone.

You can get breakfast at all hours - which is nice.

The place is big and very crowded.  I imagine that no matter what time you go, you will encounter a crowd - and maybe have to wait.

Prices were surprisingly good, not expensive in comparison to the food you received.

I thought the food was average - nothing stuck out in my mind.  Nothing was bad, but nothing was amazing either.   I'd go back."
2941,Hash House A Go Go,5,"Best go to spot for brunch. It's hard to find, inside Imperial Palace, but once you find it, it def is worth the trip. I had the Trucker Special with the French toast griddle. Best French toasts I've ever had!! 
I recommend to share an entree, the servings are huge. If you decide to have your own plate, be prepared to have leftovers. But who doesn't love leftovers?! I know I do!"
2942,Hash House A Go Go,4,"I didn't waste any time going to Hash House A Go Go right when I got off the plane.  I was HUNGRY!!  And I wanted a big meal that wasn't a buffet.  Plus, it was one meal that I really wanted to get it over with since it basically kicked off what was my Food Tour through the Vegas Strip and was the biggest and most intimidating meal that I would encounter.

Since I've already had their Sage Fried Chicken & Waffles and Sage Fried Chicken Benedict, I went with a change of pace and tried their Hand Hammered Pork Tenderloin Benedict.  And just like the other two dishes, once I saw my waitress bringing it to my table, I immediately started cracking up because it was so enormous (http://bit.ly/1KIcQLz).   It's a loaded plate - Crispy Hand Hammered Pork Tenderloin w/ market Yellow Tomato, Spinach, BBQ Cream, topped w/ Scrambled Eggs all over two Biscuits and a Griddled Mashed Potatoes.  The Pork Tenderloin was good. If you've ever had Tonkatsu at a Japanese restaurant, it's pretty much the same deal, only 10x's bigger.  And I did pretty well, managed to kill the Pork Tenderloin and left one Biscuit behind.

Washed it all down with their house special Kiwi Watermelon Lemonade (http://bit.ly/1YwCGrU).  A friend of mine recommended it and even my waitress said it went well with everything on the menu.  They were right!  Very refreshing and colorful too!!

This experience was a lot better than my last visit 9 months ago.  Probably because this time I opted for a table and not a seat at the bar.  The service was definitely better as my waitress was very enthusiastic.  Also the $10 Restaurant.com coupon helped make it a good experience too!  So good service, big food, and full stomach.  It was a great way to start off my Food Tour on the Strip."
2943,Hash House A Go Go,5,"Delicious. Our table shared the meatloaf hash, a peanut butter and banana pancake and biscuit with gravy. Crazy good. Short wait, great server. What else can I say? I will definitely return on my next trip to Vegas."
2944,Hash House A Go Go,5,"Omg I love this place came here for breakfast and the food was very tasteful. The chicken, eggs, biscuits was delicious .. But I'm a bacon person so babe order me alot .. All the food was well cook..  We would definitely be back soon..  My Lemonade drink was the best"
2945,Hash House A Go Go,4,"Unfortunately when we went there was s huge wait and the place was under construction (hopefully to add more space). 

Our waiter was on the ball. And the food was amazing! If you are looking for large portions that are high quality and reasonably priced (for Vegas) this is the place for you. 

I had the chorizo hash with over easy eggs. Even with the place being packed my food was piping hot when it came out. It was cheesy and spicy, everything I was looking for that morning. I didn't touch the tortilla it came with, but the potatoes were crispy on the outside and soft on the inside! 

My only suggestion is go early. We got there at 9:30 and the place was hopping!"
2946,Hash House A Go Go,4,"Absolutely jaw dropping food when it's served, and it tastes just as good.
Their signature BLT Bloody Mary was a meal in itself.  We ate at both the one in the Imperial Palace on the Las Vegas strip as well as the one at The Plaza Hotel in old Vegas.  Both were excellent, but the one in old Vegas has much less of a line.
If you go to the one on the strip, eat at the bar so you won't have to wait.
The prices were VERY reasonable for the amount of food you get, and two people can easily split an entree. Their sage fried chicken benedict was beyond words!
You HAVE to check this place out...especially after a night of partying."
2947,Hash House A Go Go,3,"A hang over cure? yes. A culinary must? No. 

The best part of my meal was that they serve great coffee. No cream, no sugar. That's about where the impressiveness stopped. 

I ordered the fried chicken Benedict dish. I was craving fried chicken and something hearty to rejuvenate me from a weekend of drinking the equivalent in my weight. Fried chicken breast atop mashed potatoes, and a biscuit. Stuffed with spinach and bacon, smothered in hollandaise sauce. Just what the dr ordered....or so I thought. 

The dish was fine, just nothing too memorable. With a 'as shown on man v food' tag on the menu, you'd expect delicious. I shoulda realized it meant, 'too much food for any person to ever eat in one sitting'. 

If you're staying nearby and are just looking for food, sure. But don't waste your time going out of the way to eat here."
2948,Hash House A Go Go,5,"Awesome breakfast/ brunch 

Chicken and waffles are a must- enough to feed three adults! 

Hubby had spicy salmon eggs Benedict - great pick too!"
2949,Hash House A Go Go,4,"Seriously, huge huge portions! Our group of four shared three plates of food and were seriously stuffed. The whole restaurant is farm-styled and their specialties are their hashes!

Definitely order anything off of the Hash breakfast entrees

We ordered:
HH Roasted Chicken
HH Meatloaf
Warm Spinach Salad

The roasted chicken was really dry, so maybe that's one hash plate you should avoid. The meatloaf plate was very pleasing and is well worth trying! Our spinach salad had waay too much dressing than my liking.

Also, be prepared for a wait :( 15-20 mins"
